Scan Type,Description,Selected,Lock Edit,Vertex Count,Vertex List,Preablation Settings,Ablation Settings,Data
Spot,915003,1,0,1,"49909.00,56097.50,16187.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,PLES3,1,0,1,"51966.50,48522.50,16195.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,IQ1-1,1,0,1,"14432.50,15595.50,16143.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,IQ1-2,1,0,1,"15161.50,15322.00,16143.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,IQ1-3,1,0,1,"15594.50,15502.00,16143.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,IQ1-4,1,0,1,"15494.00,15530.00,16143.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,IQ1-5,1,0,1,"15505.00,15044.00,16143.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,K1-1,1,0,1,"16129.50,16310.50,16159.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,K1-2,1,0,1,"16390.50,16593.00,16159.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,K1-3,1,0,1,"15914.50,16732.50,16159.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,K1-4,1,0,1,"15870.50,16695.00,16159.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,K1-5,1,0,1,"15696.50,16571.00,16159.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,K1-6,1,0,1,"15621.50,16589.50,16159.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,M17-1,1,0,1,"15280.50,17576.00,16159.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,M17-2,1,0,1,"15269.00,17617.00,16159.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,M29-1,1,0,1,"7922.50,18084.00,16143.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,M29-2,1,0,1,"7784.00,18134.50,16143.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,M29-3,1,0,1,"8027.50,18195.00,16143.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,M29-4,1,0,1,"8011.50,18445.00,16143.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,R3-3-1,1,0,1,"14694.00,13913.00,16151.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,R3-3-2,1,0,1,"14961.50,14154.50,16151.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,R3-3-3,1,0,1,"14982.50,14389.50,16151.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,R3-3-4,1,0,1,"14605.50,14523.00,16151.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,R3-3-5,1,0,1,"14663.50,14768.00,16151.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,MT4,1,0,1,"46922.50,49697.50,16183.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,R334,1,0,1,"45010.00,45950.00,16187.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,SLF4,1,0,1,"38122.00,48892.50,16187.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,TEM4,1,0,1,"39729.00,53894.00,16179.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,FC-14,1,0,1,"43595.00,55285.00,16183.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,915004,1,0,1,"50431.50,56217.50,16187.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,PLES4,1,0,1,"52080.00,48680.00,16195.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,T48-1,1,0,1,"9187.50,17708.00,16131.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,T48-2,1,0,1,"9237.00,17638.00,16131.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,T48-3,1,0,1,"8864.00,17938.00,16131.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,T48-4,1,0,1,"8938.00,17874.50,16131.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,T48-5,1,0,1,"9055.50,18007.00,16131.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,T48-6,1,0,1,"8977.50,18130.50,16131.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
Spot,TB-1,1,0,1,"9180.50,16599.00,16131.00",Dosage=1;DwellTime=1.00;LineSpacing=100.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=7.00;ScanSpeed=5.00;PassEnabled=0;ShotCount=10;SpotSpacing=100.00;Laser.SpotSize=15�m Circle;Laser.SpotRotation=0.00,Dosage=0;DwellTime=1.00;LineSpacing=0.00;Laser.Output=100.00;Laser.Fluence=10.59;LineScanMode=1;PassCount=1;Laser.RepRate=8.00;ScanSpeed=0.00;PassEnabled=1;ShotCount=520;SpotSpacing=0.00;Laser.SpotSize=40�m Circle;Laser.SpotRotation=0.00,
